well_id,lat,lon,district,taluka,specific_yield,sy_source,village,aquifer_type,well_depth,n_observations,first_obs,last_obs
MHe6adc7967f,20.5489,78.585,Wardha,Deoli,0.02,measured,Giroli,Unconfined,10.2,86,2000-01-15,2023-05-15
MH017461764a,20.55,78.8167,Wardha,Hinganghat,0.02,measured,Hinganghat,Unconfined,5.95,84,2000-01-15,2023-05-15
MH12a4b9d710,20.9083,78.7167,Wardha,Seloo,0.02,measured,Hingni,Unconfined,11.0,83,2000-01-15,2023-01-15
MH230de6fe9c,21.1181,78.3689,Wardha,Karanja,0.02,district_modal,Junapani,Unconfined,8.0,77,2000-01-15,2022-11-15
MH68540c0114,20.85,78.8,Wardha,Seloo,0.02,district_modal,Keljhar,Unconfined,15.0,76,2000-01-15,2023-01-15
MH68fc4803ba,20.7375,78.9256,Wardha,Samudrapur,0.02,measured,Khandali,Unconfined,10.2,81,2000-01-15,2023-01-15
MHb453b4ee00,20.9167,78.4833,Wardha,Arvi,0.02,measured,Kharangana,Unconfined,8.0,84,2000-01-15,2023-01-15
MH32b2952f90,20.655,78.775,Wardha,Hinganghat,0.02,measured,Madni (New),Unconfined,10.8,83,2000-01-15,2023-05-15
MH14a5e2a97e,20.6917,78.4161,Wardha,Wardha,0.02,district_modal,Muradgaon (Balsare),Unconfined,9.0,60,2005-01-15,2022-11-15
MH2d4e7983d0,21.1667,78.4333,Wardha,Karanja,0.02,measured,Nagalwadi,Unconfined,12.0,81,2000-01-15,2023-01-15
MHa09057d916,20.3889,78.7353,Wardha,Hinganghat,0.02,measured,Pipri,Unconfined,12.6,86,2000-01-15,2023-05-15
MHeeabb2da37,20.7167,78.3167,Wardha,Deoli,0.02,district_modal,Pulgaon,-,11.5,52,2000-01-15,2015-01-15
MHa464435f9a,21.3083,78.2417,Wardha,Ashti,0.02,district_modal,Sahur,Unconfined,10.25,84,2000-01-15,2023-01-15
MHfdb7071faa,20.5461,79.1064,Wardha,Samudrapur,0.02,measured,Sakhra,Unconfined,10.0,85,2000-01-15,2023-05-15
MHa03dbc9332,20.6389,78.9639,Wardha,Samudrapur,0.02,measured,Samudrapur,Unconfined,9.65,86,2000-01-15,2023-05-15
MH9de57c902e,20.5861,78.6083,Wardha,Deoli,0.02,district_modal,Sarul,-,10.55,45,2000-01-15,2012-01-15
MHdf8d6dc653,20.7167,78.5667,Wardha,Wardha,0.02,district_modal,Sawangi,Unconfined,10.0,74,2000-01-15,2023-01-15
MH2ac81e7109,20.5333,78.3833,Wardha,Deoli,0.02,district_modal,Sirpur,-,12.55,68,2000-01-15,2018-08-15
MH1ca40cc3f3,20.6167,78.7167,Wardha,Wardha,0.02,measured,Sonegaon,Unconfined,16.5,77,2000-01-15,2023-05-15
MH3dad666e38,20.8,78.7167,Wardha,Seloo,0.02,district_modal,Sukli,-,16.85,51,2000-01-15,2014-08-15
MHfc1f48fd5b,20.7639,78.5236,Wardha,Wardha,0.02,measured,Tigaon,Unconfined,8.4,84,2000-01-15,2023-01-15
MHf03bb2c31d,20.6583,78.5667,Wardha,Wardha,0.02,measured,Vadad,Unconfined,12.0,80,2000-01-15,2023-05-15
MH0e77a80e15,20.6319,78.6097,Wardha,Wardha,0.02,district_modal,Vaygaon,-,10.6,43,2000-01-15,2012-11-15
MHbd53932558,20.9972,78.3458,Wardha,Arvi,0.02,district_modal,Wadhona,-,16.0,58,2000-01-15,2016-05-15
MH8e490830e6,20.5167,79.0417,Wardha,Samudrapur,0.02,measured,Wasi,Unconfined,10.15,84,2000-01-15,2023-05-15
MHa11f3cfdbc,20.8139,78.5903,Wardha,Seloo,0.02,measured,Yelakeli,Unconfined,13.0,82,2000-01-15,2023-01-15
MH1dadbed8c8,20.1833,77.2667,Washim,Washim,0.13,nearest_well,Bitoda (Bhoyar),Unconfined,12.5,80,2000-01-15,2023-01-15
MH4444bf6d28,20.0083,76.8917,Washim,Risod,0.13,nearest_well,Chikli,Unconfined,9.75,83,2000-01-15,2023-01-15
MH6cc758bbda,20.1,76.9,Washim,Risod,0.13,nearest_well,Dapuri,Unconfined,10.15,81,2000-01-15,2022-11-15
MH9ff37838dc,20.7167,77.5861,Washim,Karanja,0.13,nearest_well,Dhanaj Khurd,Unconfined,11.0,73,2000-01-15,2023-01-15
MHf4f3b16ab4,20.2625,77.4125,Washim,Mangrulpir,0.13,nearest_well,Jogaldari,Semi-confined,45.0,41,2000-01-15,2022-08-15
MH501605911b,20.6139,77.5028,Washim,Karanja,0.13,nearest_well,Kamargaon,Unconfined,10.75,84,2000-01-15,2023-01-15
MHbcda043249,20.4833,77.4833,Washim,Karanja,0.13,nearest_well,Karanja,Unconfined,13.0,77,2000-01-15,2022-11-15
MH083651e412,20.2,76.8167,Washim,Risod,0.13,nearest_well,Kenwad,Unconfined,12.0,81,2000-01-15,2023-05-15
MH5ebb7ff306,20.3278,77.1639,Washim,Malegaon,0.13,nearest_well,Kinhi Raja,Unconfined,9.5,82,2000-05-15,2023-01-15
MH26496c9617,19.9153,76.625,Washim,Risod,0.02,nearest_well,Loni,Unconfined,12.95,83,2000-01-15,2023-01-15
MH3baaccbae6,20.2333,76.9833,Washim,Malegaon,0.13,nearest_well,Malegaon,-,11.9,64,2000-01-15,2022-11-15
MHc5b4b5c139,20.3122,77.3364,Washim,Mangrulpir,0.13,nearest_well,Mangrulpir,Unconfined,40.0,40,2011-08-15,2023-01-15
MH623d10f230,20.3333,76.9417,Washim,Malegaon,0.13,nearest_well,Medshi,Unconfined,10.9,87,2000-01-15,2023-01-15
MH0350775d2a,19.9667,76.7833,Washim,Risod,0.02,nearest_well,Risod,Unconfined,11.8,81,2000-01-15,2023-01-15
MH1b6ae50881,20.05,76.9833,Washim,Risod,0.13,nearest_well,Rithad,Unconfined,16.0,79,2000-01-15,2023-01-15
MH670cd84e88,20.2667,77.4,Washim,Mangrulpir,0.13,nearest_well,Sakhar Doha,Unconfined,14.0,82,2000-01-15,2023-01-15
MH7c4f4dfbeb,20.1931,77.3528,Washim,Mangrulpir,0.13,nearest_well,Sangaon,Unconfined,12.4,83,2000-01-15,2023-01-15
MHd144a1c71f,20.1458,77.45,Washim,Manora,0.13,nearest_well,Sendurjan Adhao,Unconfined,11.8,79,2000-01-15,2023-01-15
MH2a26d32e79,20.525,77.4667,Washim,Karanja,0.13,nearest_well,Shaha,Unconfined,14.25,81,2000-01-15,2023-01-15
MHf0c0b3bb6f,20.3694,77.2486,Washim,Mangrulpir,0.13,nearest_well,Shelu Bazar,-,10.1,51,2000-01-15,2017-11-15
MHaffc49c867,20.5861,77.4431,Washim,Karanja,0.13,nearest_well,Vilegaon (Kherda),Unconfined,7.45,77,2000-01-15,2023-01-15
MHf47407ed40,20.3667,77.3333,Washim,Mangrulpir,0.13,nearest_well,Wada,Unconfined,16.0,64,2000-01-15,2023-05-15
MHdb2c430576,20.1167,77.1417,Washim,Washim,0.13,nearest_well,Washim,Unconfined,12.2,83,2000-01-15,2023-05-15
MHad3f3e2446,20.1667,78.15,Yavatmal,Yavatmal,0.02,nearest_well,Akolabazar,Unconfined,12.0,82,2000-01-15,2023-05-15
MH635c3aac8d,20.0667,77.95,Yavatmal,Digras,0.02,nearest_well,Arni,-,12.0,54,2000-01-15,2015-11-15
MH9072a03907,20.0667,77.9667,Yavatmal,Digras,0.02,nearest_well,Arni,Semi-confined,45.0,52,2000-01-15,2023-05-15
MHfcae960680,20.55,78.1667,Yavatmal,Babulgaon,0.02,nearest_well,Babhulgaon,-,9.05,57,2000-01-15,2016-05-15
MHf4e805aa0a,20.3872,78.1986,Yavatmal,Yavatmal,0.02,nearest_well,Bhari,Unconfined,40.0,40,2011-08-15,2023-05-15
MH8fabe6a66e,20.3417,77.8667,Yavatmal,Darwha,0.02,nearest_well,Bori (Arab),Semi-confined,48.0,56,2000-01-15,2023-05-15
MH1f52af3421,20.4222,78.2736,Yavatmal,Kalamb,0.02,nearest_well,Chaparda,Unconfined,8.0,84,2000-01-15,2023-05-15
MHf854ccbfb4,20.3114,77.7706,Yavatmal,Darwha,0.02,nearest_well,Darwha,Unconfined,40.0,40,2011-08-15,2023-05-15
MHdfe552264d,20.5292,77.925,Yavatmal,Ner,0.02,nearest_well,Dhanaj (Manekwada),Unconfined,10.25,81,2000-01-15,2023-05-15
MH36623c4fd3,19.8583,77.875,Yavatmal,Mahagaon,0.02,nearest_well,Dhanoda,Unconfined,11.65,82,2000-01-15,2023-05-15
MHbdb9cc35bf,20.1,77.7167,Yavatmal,Digras,0.02,nearest_well,Digras,Unconfined,9.8,84,2000-01-15,2023-05-15
MHe5b9ab1cc0,20.1333,78.3167,Yavatmal,Ghatanji,0.02,nearest_well,Ghatanji,Unconfined,10.5,77,2000-01-15,2023-05-15
MH059bbe157b,19.9833,77.5833,Yavatmal,Pusad,0.13,nearest_well,Ghatwadi,Unconfined,9.0,76,2000-01-15,2022-11-15
MH2b8fb5d042,19.8167,77.5833,Yavatmal,Pusad,0.02,nearest_well,Harsi,Unconfined,11.5,73,2000-01-15,2022-11-15
MH9df3d7dcad,20.0833,78.3167,Yavatmal,Ghatanji,0.02,nearest_well,Injhala,Unconfined,14.12,80,2000-01-15,2023-05-15
MH215a683b28,20.3625,78.0167,Yavatmal,Ner,0.02,nearest_well,Jamwadi,Unconfined,7.35,82,2000-01-15,2023-05-15
MH5464d9b3e3,20.3167,78.3,Yavatmal,Kalamb,0.02,nearest_well,Jodmoha,Unconfined,11.35,83,2000-01-15,2023-05-15
MH97642e10bd,20.45,78.3333,Yavatmal,Kalamb,0.02,nearest_well,Kalamb,Unconfined,14.35,81,2000-01-15,2023-05-15
MH06720b9780,20.1333,78.6025,Yavatmal,Kelapur,0.02,nearest_well,Karanji,Unconfined,12.0,51,2005-01-15,2023-05-15
MH05745c2c35,20.2417,78.1833,Yavatmal,Yavatmal,0.02,nearest_well,Kolambi,Unconfined,9.0,83,2000-01-15,2023-05-15
MH04110d82f3,20.5306,78.2778,Yavatmal,Kalamb,0.02,nearest_well,Kotha,Unconfined,11.5,81,2000-01-15,2023-05-15
MH2cf4483e80,20.3583,77.9167,Yavatmal,Ner,0.02,nearest_well,Ladkhed,-,11.55,53,2000-01-15,2016-05-15
MHac237030fe,19.9333,77.9167,Yavatmal,Digras,0.02,nearest_well,Lonbhel,Unconfined,9.0,83,2000-01-15,2023-05-15
MH860d2403ce,20.4,78.2,Yavatmal,Yavatmal,0.02,nearest_well,Madkona,Unconfined,13.76,81,2000-01-15,2023-05-15
MH556f8be811,20.0833,77.8333,Yavatmal,Digras,0.02,nearest_well,Mahagaon,Unconfined,11.5,78,2000-01-15,2023-05-15
MH56dd120d0a,20.3278,78.0583,Yavatmal,Ner,0.02,nearest_well,Mandeo,Unconfined,13.95,80,2000-01-15,2023-05-15
MH063fd9aa8c,20.2,77.9833,Yavatmal,Yavatmal,0.02,nearest_well,Mangrule,Unconfined,15.3,79,2000-01-15,2023-05-15
MH99cfcc05fd,20.2167,78.85,Yavatmal,Maregaon,0.02,nearest_well,Mardi,Unconfined,8.0,80,2000-01-15,2023-05-15
MH8b1536f6cd,20.1,78.8167,Yavatmal,Maregaon,0.02,nearest_well,Maregaon,Unconfined,13.0,70,2000-01-15,2023-05-15
MHf36e8d9a07,19.9583,77.3667,Yavatmal,Pusad,0.13,nearest_well,Marwadi Khurd,Unconfined,9.35,79,2000-01-15,2023-05-15
MH6eed2106c4,20.2167,78.4667,Yavatmal,Kelapur,0.02,nearest_well,Mohada,Unconfined,13.5,81,2000-01-15,2023-05-15
MH99c58f0fc8,20.2,77.8833,Yavatmal,Ner,0.02,nearest_well,Mohgaon Kasba,Unconfined,10.0,79,2000-01-15,2022-05-15
MHa4ad0bc1a3,20.5056,77.7903,Yavatmal,Ner,0.13,nearest_well,Mojhar,Unconfined,6.0,83,2000-01-15,2023-05-15
MHcaf9b546ec,20.5425,77.7908,Yavatmal,Ner,0.13,nearest_well,Mojhar,Unconfined,19.45,46,2000-01-15,2023-05-15
MH1aa26b2f17,19.9833,78.5,Yavatmal,Kelapur,0.02,nearest_well,Pahapal,Unconfined,10.45,84,2000-01-15,2023-05-15
MH5e6f7688b1,20.6,78.05,Yavatmal,Babulgaon,0.02,nearest_well,Pahur,Unconfined,14.2,83,2000-01-15,2023-05-15
MH8f0e4a90ed,20.0167,78.55,Yavatmal,Kelapur,0.02,nearest_well,Pandharkawada,Unconfined,7.9,81,2000-01-15,2023-05-15
MH90175dd1d6,19.9889,78.3417,Yavatmal,Ghatanji,0.02,nearest_well,Parwa,Unconfined,10.0,84,2000-01-15,2023-05-15
MHb2fdc4804f,19.7208,77.8792,Yavatmal,Mahagaon,0.02,nearest_well,Phul Sawangi,-,10.85,47,2000-01-15,2015-08-15
MH42fd1c826e,19.9333,77.6,Yavatmal,Pusad,0.02,nearest_well,Pusad,Unconfined,8.5,82,2000-01-15,2023-05-15
MH5fb1600063,20.4211,78.5147,Yavatmal,Ralegaon,0.02,nearest_well,Ralegaon,Unconfined,22.35,40,2011-08-15,2023-05-15
MH453175c3cb,20.4978,78.0667,Yavatmal,Babulgaon,0.02,nearest_well,Savar,Unconfined,10.7,82,2000-01-15,2023-05-15
MH5b15429b94,19.9558,78.1125,Yavatmal,Ghatanji,0.02,nearest_well,Sawali,Semi-confined,50.05,59,2000-01-15,2023-05-15
MH1886158e86,20.3167,77.7667,Yavatmal,Darwha,0.02,nearest_well,Selodi,Unconfined,12.0,80,2000-01-15,2023-05-15
MH71bee86194,20.075,78.25,Yavatmal,Ghatanji,0.02,nearest_well,Siroli,Unconfined,40.0,41,2011-08-15,2023-05-15
MH0ba571cd3a,20.3583,78.2417,Yavatmal,Yavatmal,0.02,nearest_well,Talegaon,Unconfined,8.1,81,2000-01-15,2023-05-15
MH41570a2451,20.3708,78.0542,Yavatmal,Ner,0.02,nearest_well,Umarda (Nursary),Unconfined,14.0,82,2000-01-15,2023-05-15
MH5373016c7a,20.1917,77.7717,Yavatmal,Digras,0.02,nearest_well,Vai (Lingi),Unconfined,9.0,76,2000-01-15,2023-05-15
MH9f685e9b6d,20.3833,78.1167,Yavatmal,Yavatmal,0.02,nearest_well,Wadgaon,Unconfined,12.7,81,2000-01-15,2023-05-15
MH99f201b732,20.305,78.6292,Yavatmal,Ralegaon,0.02,nearest_well,Wadhona,Unconfined,7.45,84,2000-01-15,2023-05-15
