well_id,lat,lon,district,taluka,specific_yield,sy_source,village,aquifer_type,well_depth,n_observations,first_obs,last_obs
MH47ca911323,21.4292,77.0944,Amravati,Chikhaldara,0.02,district_modal,Arao,Unconfined,7.0,68,2000-01-15,2023-05-15
MH2dab5513a8,21.3292,77.9097,Amravati,Morshi,0.02,district_modal,Ambada,-,15.5,45,2000-01-15,2015-01-15
MHfe160fe434,21.1667,77.3,Amravati,Anjangaon Surji,0.02,district_modal,Anjangaon Surji,Unconfined,45.0,58,2001-05-15,2023-05-15
MHe92e1fbebb,20.9167,78.1375,Amravati,Teosa,0.02,measured,Anjansingi,Unconfined,10.8,85,2000-01-15,2023-05-15
MH0312057979,21.3083,77.925,Amravati,Morshi,0.02,measured,Ashtagaon,Unconfined,8.0,84,2000-01-15,2023-05-15
MH9161663ba0,20.8444,77.7286,Amravati,Amravati,0.13,measured,Badnera,Unconfined,17.62,84,2000-01-15,2023-05-15
MH4a24ce2b4f,21.3972,77.4611,Amravati,Chikhaldara,0.02,measured,Behali,Unconfined,9.0,84,2000-01-15,2023-05-15
MHc0ad783f5f,20.7667,77.7,Amravati,Nandgaon Khandeshwar,0.02,district_modal,Belora,Unconfined,18.0,77,2000-01-15,2023-05-15
MH25ec83db2f,20.8542,77.6042,Amravati,Bhatkuli,0.02,district_modal,Bhatkulijain,-,10.66,51,2000-01-15,2013-08-15
MH48efbebb34,21.5139,76.7806,Amravati,Dharni,0.02,measured,Bhokarbardi,Unconfined,8.0,80,2000-01-15,2023-05-15
MH3912ad21cb,20.8167,77.9667,Amravati,Chandur Railway,0.02,district_modal,Chandur Railway,Unconfined,10.1,83,2000-01-15,2023-05-15
MHe9d65b9d7a,21.36,77.9444,Amravati,Morshi,0.02,measured,Chicholi,Unconfined,10.92,84,2000-01-15,2023-05-15
MH458a03dfa4,21.3833,78.0597,Amravati,Morshi,0.02,district_modal,Dapori,Unconfined,21.0,61,2005-01-15,2023-05-15
MH52a47ba2f7,21.2625,76.9806,Amravati,Chikhaldara,0.02,district_modal,Dargarh,Unconfined,6.4,48,2000-01-15,2021-11-15
MHdf4ba9f398,20.6833,78.1569,Amravati,Chandur Railway,0.02,measured,Devgaon,Unconfined,9.7,83,2000-01-15,2023-05-15
MHeb2078327a,21.5583,76.8833,Amravati,Dharni,0.02,district_modal,Dharni,-,6.05,40,2000-01-15,2013-01-15
MH88407c7282,21.5333,77.1167,Amravati,Dharni,0.02,measured,Harisal,Unconfined,10.8,84,2000-01-15,2023-05-15
MHe012560456,21.6833,77.3361,Amravati,Chikhaldara,0.02,district_modal,Hatru,Unconfined,7.0,45,2000-05-15,2022-11-15
MH99452fc6fc,21.3931,78.0839,Amravati,Morshi,0.02,measured,Hiwarkheda,Unconfined,15.35,81,2000-01-15,2023-05-15
MH64a3e97999,21.4556,78.1389,Amravati,Warud,0.02,district_modal,Jamgaon (Via Khadka),-,16.6,57,2000-01-15,2015-01-15
MH17015189a4,21.3153,77.9542,Amravati,Morshi,0.02,measured,Khanapur,Unconfined,13.5,83,2000-01-15,2023-05-15
MH7f8e2f6a45,21.3097,77.8611,Amravati,Morshi,0.02,district_modal,Kher,-,10.7,56,2000-01-15,2015-01-15
MHc79a39290d,21.5,77.2042,Amravati,Chikhaldara,0.02,measured,Kolkaz,Unconfined,8.6,85,2000-01-15,2023-05-15
MH763f786bb6,20.9333,78.05,Amravati,Teosa,0.02,measured,Kurha,Unconfined,11.9,85,2000-01-15,2023-05-15
MHf8f948dc73,21.5333,77.0389,Amravati,Dharni,0.02,measured,Lawada,Unconfined,9.75,79,2000-01-15,2023-05-15
MH13547e0d60,21.3764,78.1903,Amravati,Warud,0.02,district_modal,Loni,Unconfined,22.45,82,2000-01-15,2023-05-15
MH1f4ed28627,20.7333,77.7667,Amravati,Nandgaon Khandeshwar,0.02,district_modal,Mahuli,Unconfined,9.0,83,2000-01-15,2023-05-15
MH3b7769a2f2,20.7625,77.9375,Amravati,Chandur Railway,0.02,district_modal,Manjarkhed Kasba,-,36.0,46,2000-01-15,2017-11-15
MH24a0e6ec21,21.3189,78.0022,Amravati,Morshi,0.02,district_modal,Moorshin,Unconfined,10.0,54,2007-11-15,2023-05-15
MHbac7774709,21.025,77.8333,Amravati,Amravati,0.13,measured,Nandgaon,Unconfined,12.0,85,2000-01-15,2023-05-15
MH4490a8a602,21.05,77.3125,Amravati,Anjangaon Surji,0.02,district_modal,Nimbhari,Unconfined,12.03,60,2005-11-15,2023-05-15
MH11e8ff9e40,21.3861,78.0111,Amravati,Morshi,0.02,measured,Pala,Unconfined,12.5,83,2000-01-15,2023-05-15
MHac102de393,21.3611,77.8681,Amravati,Morshi,0.02,district_modal,Pimpri,Unconfined,12.0,76,2000-01-15,2023-05-15
MHde2c6b39d0,20.8861,77.875,Amravati,Amravati,0.02,district_modal,Pohra,Unconfined,5.14,84,2000-01-15,2023-05-15
MHac8fcf7eb6,21.2417,77.8167,Amravati,Morshi,0.02,measured,Rithpur,Unconfined,10.3,85,2000-01-15,2023-05-15
MHa08ae2e2f9,21.1769,77.9375,Amravati,Morshi,0.02,district_modal,Sawarkheda,Unconfined,11.2,78,2000-01-15,2022-11-15
MHd5280f1643,20.6833,78.1,Amravati,Chandur Railway,0.02,district_modal,Shendurjana Khurd,Unconfined,10.6,83,2000-01-15,2023-05-15
MH4aeb8cf5e0,20.6306,77.8522,Amravati,Nandgaon Khandeshwar,0.02,district_modal,Shivni,Unconfined,9.67,65,2005-05-15,2022-11-15
MHbdc521fe47,21.4333,77.4167,Amravati,Chikhaldara,0.02,measured,Silona,Unconfined,5.3,83,2000-01-15,2023-05-15
MH462119b09f,21.0458,77.9833,Amravati,Teosa,0.02,district_modal,Sindola,-,13.0,50,2000-01-15,2013-01-15
MH078cb40d6d,21.0861,78.0681,Amravati,Teosa,0.02,measured,Teosa,Unconfined,11.5,84,2000-01-15,2023-05-15
MH4c3a320d61,21.2806,77.275,Amravati,Chikhaldara,0.02,district_modal,Wadgaon (Fattepur),Unconfined,10.0,67,2000-01-15,2023-05-15
MH54b1054201,21.05,77.1833,Amravati,Daryapur,0.02,district_modal,Wadner Gangai,Unconfined,11.3,63,2005-05-15,2022-11-15
MH9ce115aa8e,21.0167,77.7,Amravati,Amravati,0.13,measured,Walgaon,Unconfined,9.5,85,2000-01-15,2023-05-15
MHee88bde301,20.9833,78.0333,Amravati,Teosa,0.02,district_modal,Warha,Unconfined,30.2,47,2007-11-15,2023-05-15
MHabcf5bf7da,21.4667,78.2667,Amravati,Warud,0.02,measured,Warud,Unconfined,14.7,83,2000-01-15,2023-05-15
MH72ec8788b4,21.4056,78.0403,Amravati,Morshi,0.02,district_modal,Yavali,Unconfined,40.0,41,2011-08-15,2023-05-15
MH1654de18c8,20.5417,75.7417,Aurangabad,Sillod,0.02,nearest_well,Ajanta,Unconfined,11.0,79,2000-01-15,2023-05-15
MH2e9c150b5a,19.8,75.4778,Aurangabad,Aurangabad,0.02,nearest_well,Apatgaon,-,12.5,50,2000-01-15,2014-01-15
MH0d1d73d032,20.0167,75.3944,Aurangabad,Aurangabad,0.02,nearest_well,Chauka,Unconfined,16.5,81,2000-01-15,2023-05-15
MH6cfa30b6f4,20.2917,75.3458,Aurangabad,Kannad,0.02,nearest_well,Digar Pishore,Unconfined,30.0,65,2001-01-15,2023-05-15
MHccd6681309,20.5819,75.7319,Aurangabad,Soegaon,0.02,nearest_well,Fardapur,-,12.5,52,2000-01-15,2014-01-15
MHffa3806e2c,20.1375,75.1333,Aurangabad,Kannad,0.02,nearest_well,Hatnur,Unconfined,13.8,48,2000-01-15,2023-05-15
MHa916ff316d,20.1667,75.6333,Aurangabad,Sillod,0.02,nearest_well,Kaigaon,Unconfined,13.0,70,2000-01-15,2023-05-15
MH8eb7b96163,20.2667,75.1333,Aurangabad,Kannad,0.02,nearest_well,Kannad,Unconfined,18.0,82,2000-01-15,2023-05-15
MH897e5f9db3,20.0167,74.8,Aurangabad,Vaijapur,0.02,nearest_well,Khandala,Semi-confined,100.0,59,2000-08-15,2023-05-15
MHf35e6dd177,20.0042,75.1917,Aurangabad,Khuldabad,0.02,nearest_well,Khuldabad,Unconfined,25.0,55,2007-08-15,2023-05-15
MHc660f49e4b,20.1667,75.0667,Aurangabad,Kannad,0.02,nearest_well,Kinnal,-,15.0,73,2001-08-15,2022-11-15
MH4196fcfc9f,20.125,75.4667,Aurangabad,Aurangabad,0.02,nearest_well,Patri,Unconfined,10.0,80,2000-01-15,2023-05-15
MH379bd69a10,19.9167,74.75,Aurangabad,Vaijapur,0.02,nearest_well,Rotegaon,Unconfined,13.0,82,2000-01-15,2023-05-15
MH6c6713e5ea,20.0833,75.15,Aurangabad,Khuldabad,0.02,nearest_well,Walur Tanda,Unconfined,15.9,80,2000-01-15,2023-05-15
MH042a32f574,18.7333,76.4,Beed,Ambejogai,0.02,district_modal,Ambejogai,Unconfined,6.1,74,2000-01-15,2023-05-15
MH6872ecf68d,18.8,75.1667,Beed,Ashti,0.02,district_modal,Ashti,Unconfined,14.7,64,2000-01-15,2023-05-15
MHd0bed4535d,19.2167,75.9222,Beed,Georai,0.02,district_modal,Bhend Takli,Unconfined,13.98,65,2000-01-15,2023-01-15
MH739561f978,18.7167,75.7,Beed,Beed,0.02,district_modal,Chousala,Unconfined,30.0,59,2000-01-15,2023-05-15
MHdb62350b56,18.7667,75.5583,Beed,Patoda,0.02,district_modal,Daskhed,Unconfined,14.0,74,2000-01-15,2023-05-15
MH94024b9936,18.7333,76.6444,Beed,Ambejogai,0.02,district_modal,Dharmapuri,Unconfined,6.2,74,2000-01-15,2023-05-15
MHf3ab23d94f,18.95,75.2,Beed,Ashti,0.02,district_modal,Doithana,Unconfined,9.08,76,2000-01-15,2023-05-15
MH6f2fb4de93,18.8333,76.4833,Beed,Ambejogai,0.02,district_modal,Kanerwadi,Unconfined,11.38,71,2000-01-15,2023-05-15
MH045e4c8822,18.6667,75.15,Beed,Ashti,0.02,district_modal,Khadkhat,Unconfined,16.0,63,2000-01-15,2023-01-15
MH2aa881f114,19.1778,75.6319,Beed,Georai,0.02,measured,Kolegaon,Unconfined,10.0,77,2000-01-15,2022-11-15
MHc85ebdd181,18.7167,76.1333,Beed,Kaij,0.02,measured,Kumbhephal,Unconfined,10.88,84,2000-01-15,2023-05-15
MHf055d07997,19.0667,75.3167,Beed,Patoda,0.02,measured,Manur,Unconfined,24.33,81,2000-01-15,2023-05-15
MHab270a8ecd,18.9667,75.8833,Beed,Beed,0.02,measured,Mauj,Unconfined,9.96,81,2000-01-15,2023-05-15
MH1fe00c7be5,18.9153,75.7472,Beed,Beed,0.02,district_modal,Pali,Unconfined,8.0,82,2000-01-15,2023-05-15
MHb250b706ac,18.85,76.5333,Beed,Ambejogai,0.02,district_modal,Parli,Unconfined,9.75,66,2000-01-15,2023-05-15
MH7d33439bde,18.8667,75.4667,Beed,Patoda,0.02,measured,Patoda,Unconfined,8.5,85,2000-01-15,2023-05-15
MH36438ecee3,18.9333,75.3583,Beed,Patoda,0.02,district_modal,Pimpalwandi,Unconfined,8.6,78,2000-01-15,2023-01-15
MH01a5ad7576,18.9333,75.6333,Beed,Patoda,0.02,district_modal,Pithi,Unconfined,11.41,74,2000-01-15,2023-05-15
MH9c158a4274,18.9833,76.3833,Beed,Manjlegaon,0.02,district_modal,Sirsala,Unconfined,10.0,72,2000-01-15,2023-01-15
MHc1854029fb,18.7333,76.5167,Beed,Ambejogai,0.02,measured,Talni,Unconfined,20.4,79,2000-01-15,2023-01-15
MH8ff00e97c7,18.9833,76.1833,Beed,Manjlegaon,0.02,measured,Telgaon,Unconfined,26.1,79,2000-01-15,2023-01-15
MH187dbbd783,19.2833,75.6,Beed,Georai,0.02,district_modal,Umapur,Unconfined,10.92,71,2000-01-15,2023-01-15
MHe70adfcdf2,18.9833,76.0333,Beed,Kaij,0.02,measured,Wadwani,Unconfined,7.0,81,2000-01-15,2023-01-15
MH5d280812f6,20.9433,79.7033,Bhandara,Pauni,0.023,district_modal,Adyal,Unconfined,40.0,42,2011-08-15,2023-05-15
MH0f61b28499,21.1583,79.6542,Bhandara,Bhandara,0.023,measured,Bhandara,Unconfined,12.4,87,2000-01-15,2023-08-15
MH1bd6932845,21.4708,79.7167,Bhandara,Tumsar,0.023,measured,Chicholi,Unconfined,12.3,86,2000-01-15,2023-08-15
MH6ffd39357d,21.2833,79.6833,Bhandara,Mohadi,0.023,measured,Dahegaon,Unconfined,7.4,86,2000-01-15,2023-08-15
MHcb1c8177cc,21.1,79.6833,Bhandara,Bhandara,0.023,measured,Daodipar Khapa,Unconfined,14.42,83,2000-01-15,2023-08-15
MHf0620269ab,21.1333,79.9333,Bhandara,Sakoli,0.023,district_modal,Ekodi,Unconfined,10.04,78,2000-01-15,2023-08-15
MH5f8bf27f80,21.3833,79.5833,Bhandara,Mohadi,0.023,measured,Jamb,Unconfined,13.75,85,2000-01-15,2023-08-15
MH34679077b2,21.1675,79.5667,Bhandara,Bhandara,0.023,measured,Kharbi,Unconfined,14.15,86,2000-01-15,2023-08-15
MH67e6819a17,21.2028,79.7928,Bhandara,Mohadi,0.023,measured,Koka (Kokha),Unconfined,18.0,83,2000-01-15,2023-01-15
MH74421ae607,20.7458,79.8847,Bhandara,Lakhandur,0.023,measured,Lakhandur,Unconfined,14.45,86,2000-01-15,2023-08-15
MH93f8242e22,20.7347,79.8917,Bhandara,Lakhandur,0.023,district_modal,Lakhandur,Unconfined,30.0,58,2000-08-15,2023-08-15
MH2c2f85ef07,21.0667,79.8333,Bhandara,Sakoli,0.023,district_modal,Lakhani,Unconfined,14.1,77,2000-01-15,2023-01-15
MHe6a5c58f6b,20.95,79.8,Bhandara,Lakhandur,0.023,measured,Madgi,Unconfined,12.23,87,2000-01-15,2023-08-15
MH855cc188e8,20.7417,79.55,Bhandara,Pauni,0.023,measured,Nilaj,Unconfined,15.97,80,2000-01-15,2023-01-15
MHbeb5aa1691,20.9181,79.8597,Bhandara,Lakhandur,0.023,district_modal,Palandur,Unconfined,11.5,79,2000-01-15,2023-01-15
MH282c29a642,21.1333,79.7083,Bhandara,Bhandara,0.023,district_modal,Palari,Unconfined,11.3,86,2000-01-15,2023-08-15
MH4e2852ad12,20.775,79.6264,Bhandara,Pauni,0.023,measured,Pauni,Unconfined,6.5,85,2000-01-15,2023-05-15
MH3cfe72f3d7,21.1792,80.0042,Bhandara,Sakoli,0.023,measured,Pitjhari,Unconfined,9.2,82,2000-01-15,2023-01-15
MH3bed81b613,21.0833,79.9833,Bhandara,Sakoli,0.023,measured,Sakoli,Unconfined,14.52,85,2000-01-15,2023-08-15
MH22320caba0,21.0092,79.9761,Bhandara,Sakoli,0.023,district_modal,Sakra,Unconfined,15.85,75,2000-01-15,2023-08-15
MH44a22984b7,21.4583,79.8403,Bhandara,Tumsar,0.023,measured,Sihora,Unconfined,12.27,86,2000-01-15,2023-08-15
MH1f681e2890,21.3667,79.7167,Bhandara,Mohadi,0.023,measured,Tumsar Khapa,Unconfined,10.6,86,2000-01-15,2023-08-15
MHad07c82a43,21.3972,79.6722,Bhandara,Mohadi,0.023,district_modal,Usarra,Unconfined,11.55,84,2000-01-15,2023-08-15
MHffee047fec,21.2333,79.6467,Bhandara,Mohadi,0.023,measured,Varti,Unconfined,11.28,82,2000-01-15,2023-08-15
MH53ad14d6fe,20.4167,76.45,Buldana,Chikhli,0.02,nearest_well,Amdapur,Unconfined,13.9,78,2000-01-15,2023-05-15
MHc80290b198,20.5583,76.6456,Buldana,Khamgaon,0.02,nearest_well,Atali,Semi-confined,9.09,55,2007-08-15,2023-05-15
MH84f06fa97b,20.4333,76.6833,Buldana,Mehkar,0.13,nearest_well,Deolgaon (Sakarsha),Unconfined,12.0,78,2000-01-15,2022-11-15
MH9007b9fd92,20.0917,76.1806,Buldana,Deulgaon Raja,0.02,nearest_well,Deolgaon Mahi,Unconfined,8.0,80,2000-01-15,2023-05-15
MH0f5e2f34bb,20.0167,76.0333,Buldana,Deulgaon Raja,0.02,nearest_well,Deolgaon Raja,Unconfined,11.3,80,2000-01-15,2023-05-15
MH4be0af3e0f,20.6667,76.0333,Buldana,Motala,0.02,nearest_well,Dhamangaon,Unconfined,10.0,84,2000-01-15,2023-05-15
MH91138abf3c,20.8625,76.3367,Buldana,Nandura,0.02,nearest_well,Dighi,Unconfined,25.0,62,2005-05-15,2023-01-15
MH2ab667d983,20.4875,76.2972,Buldana,Chikhli,0.02,nearest_well,Dongar Khandala,Unconfined,12.0,77,2000-01-15,2023-05-15
MHd52900bada,20.6667,76.55,Buldana,Khamgaon,0.02,nearest_well,Garadgaon,Unconfined,9.1,81,2000-01-15,2023-05-15
MH178e0de85e,20.4667,76.1111,Buldana,Buldana,0.02,nearest_well,Hatedi,Unconfined,8.4,75,2000-01-15,2023-05-15
MHe3cd6b4599,20.83,76.5833,Buldana,Shegaon,0.02,nearest_well,Jalamb,Unconfined,10.0,63,2005-05-15,2023-01-15
MH2d0d644b39,20.4583,76.375,Buldana,Chikhli,0.02,nearest_well,Karwand,Unconfined,5.0,79,2000-01-15,2023-05-15
MH4f787ba178,20.4417,76.2292,Buldana,Chikhli,0.02,nearest_well,Kelwad,Unconfined,7.0,81,2000-01-15,2023-05-15
MH047b90f122,20.7,76.575,Buldana,Khamgaon,0.02,nearest_well,Khamgaon,Unconfined,8.9,74,2000-01-15,2023-05-15
MHa65fcc1d36,19.9861,76.2444,Buldana,Sindkhed Raja,0.02,nearest_well,Kingaon Raja,Unconfined,12.0,80,2000-01-15,2023-05-15
MHeae12a2199,20.6681,76.6806,Buldana,Shegaon,0.02,nearest_well,Kolori,Unconfined,11.9,82,2000-01-15,2023-05-15
MH38c69bb862,20.2667,76.4139,Buldana,Mehkar,0.02,nearest_well,Laohala,-,10.0,52,2000-01-15,2018-08-15
MH0d679056f2,20.55,76.55,Buldana,Khamgaon,0.02,nearest_well,Lokhanda,Unconfined,7.92,78,2000-01-15,2023-05-15
MH9d6f7c01c0,20.15,76.5667,Buldana,Mehkar,0.02,nearest_well,Mehkar,Unconfined,14.55,85,2000-01-15,2023-05-15
MH0501023ebc,20.25,76.2667,Buldana,Deulgaon Raja,0.02,nearest_well,Mera Khurd,Unconfined,12.6,64,2000-01-15,2023-05-15
MH6bc7fa084b,20.6833,76.2,Buldana,Motala,0.02,nearest_well,Motala,Unconfined,9.0,77,2000-01-15,2023-05-15
MHb2e4e48491,20.2431,76.575,Buldana,Mehkar,0.13,nearest_well,Naygaon,Unconfined,40.0,40,2011-08-15,2023-05-15
MHbd720788dd,20.5167,76.05,Buldana,Buldana,0.02,nearest_well,Padali,Unconfined,9.5,71,2001-08-15,2023-05-15
MHb438b753a5,20.7667,76.0278,Buldana,Motala,0.02,nearest_well,Pimpalgaon Devi,Unconfined,10.5,80,2000-01-15,2023-05-15
MH2533b8a164,20.7244,76.4375,Buldana,Khamgaon,0.02,nearest_well,Pimpalgaon Raja,Unconfined,17.61,83,2000-01-15,2023-05-15
MH6290ac5a5a,20.6292,76.1292,Buldana,Motala,0.02,nearest_well,Rohankhed,Unconfined,15.5,80,2000-01-15,2023-05-15
MH710314f746,20.3833,76.0833,Buldana,Buldana,0.02,nearest_well,Sailani,Unconfined,12.2,70,2000-01-15,2023-05-15
MH2bbdc3c013,20.8,76.7,Buldana,Shegaon,0.02,nearest_well,Shegaon,Unconfined,9.89,83,2000-01-15,2023-05-15
MHc5128c1a8b,19.95,76.05,Buldana,Deulgaon Raja,0.02,nearest_well,Sindkhed Raja,Unconfined,16.0,82,2000-01-15,2023-05-15
MH98e846af50,20.0875,76.5347,Buldana,Lonar,0.02,nearest_well,Sultanpur,Unconfined,9.9,82,2000-01-15,2023-05-15
MH149136b3fc,20.7333,76.35,Buldana,Nandura,0.02,nearest_well,Tarvadi,Unconfined,11.4,81,2000-01-15,2023-05-15
MH1ad2948da9,20.8717,76.2667,Buldana,Malkapur,0.02,nearest_well,Waghul,Unconfined,11.75,56,2005-05-15,2023-05-15
MH731f5067f7,20.3472,76.6333,Buldana,Mehkar,0.13,nearest_well,Warwand,Unconfined,20.0,75,2000-01-15,2023-05-15
MH9a051c0582,20.0064,79.4983,Chandrapur,Chandrapur,0.023,district_modal,Ajaypur,Semi-confined,44.0,45,2008-08-15,2023-05-15
MHc16f617812,19.7583,79.6333,Chandrapur,Gondpipri,0.023,measured,Aksapur,Unconfined,15.15,84,2000-01-15,2023-05-15
MH0577e8aa63,20.3728,79.5644,Chandrapur,Sindewahi,0.023,district_modal,Alesur,Unconfined,20.0,55,2005-08-15,2023-05-15
MH82ba0d1654,20.45,79.75,Chandrapur,Nagbhir,0.023,district_modal,Balapur (Bk),Unconfined,30.0,71,2000-01-15,2023-05-15
MHdb509c0570,19.8606,79.35,Chandrapur,Chandrapur,0.023,measured,Ballarsha,Unconfined,11.75,80,2000-01-15,2022-11-15
MHa244b83cac,20.4197,78.9583,Chandrapur,Warora,0.023,district_modal,Barwha,Unconfined,40.0,40,2011-08-15,2023-05-15
MH1152983db8,20.1083,79.1167,Chandrapur,Bhadravati,0.023,district_modal,Bhandak,Unconfined,20.96,78,2000-01-15,2023-05-15
MHe024a0a131,19.8167,79.7167,Chandrapur,Gondpipri,0.023,measured,Bhimni,Unconfined,8.6,84,2000-01-15,2023-05-15
MH65ccc04e49,20.6167,79.8667,Chandrapur,Brahmapuri,0.023,measured,Brahmapuri,Unconfined,10.95,85,2000-01-15,2023-05-15
MH47f28e2f0d,19.9417,79.2944,Chandrapur,Chandrapur,0.023,district_modal,Chandrapur,Unconfined,13.0,61,2005-08-15,2022-11-15
MH978d03c691,20.3897,79.1883,Chandrapur,Warora,0.023,district_modal,Chargaon,Unconfined,40.0,40,2011-08-15,2023-05-15
MH4c781f2262,20.3833,79.1833,Chandrapur,Warora,0.02,measured,Chargaon,Unconfined,9.95,80,2000-01-15,2023-05-15
MH60f53b25b9,20.0028,79.4861,Chandrapur,Chandrapur,0.023,measured,Chichpalli,Unconfined,12.75,84,2000-01-15,2023-05-15
MH1591ba2a65,20.4917,79.3917,Chandrapur,Chimur,0.023,measured,Chimur,Unconfined,9.0,81,2000-01-15,2023-05-15
MH29bba65351,20.1992,79.2344,Chandrapur,Bhadravati,0.023,measured,Chora,Unconfined,16.05,83,2000-01-15,2023-05-15
MH5719023bbd,19.625,79.6208,Chandrapur,Gondpipri,0.023,measured,Dabha,Unconfined,9.0,83,2000-01-15,2023-05-15
MH6e6a7dd8e7,19.9333,79.1,Chandrapur,Chandrapur,0.023,district_modal,Ghugus,Unconfined,11.65,72,2000-01-15,2022-11-15
MH87d0da39d7,20.5417,79.4583,Chandrapur,Chimur,0.023,measured,Jambhulghat,Unconfined,8.74,84,2000-01-15,2023-05-15
MH0a823680ad,19.7833,79.45,Chandrapur,Rajura,0.023,measured,Kalmana,Unconfined,9.15,84,2000-01-15,2023-05-15
MH990e995d3f,20.5833,79.4917,Chandrapur,Chimur,0.023,district_modal,Kawadsi,Unconfined,16.32,72,2000-01-15,2023-05-15
MHb8de3263eb,19.7917,79.4917,Chandrapur,Chandrapur,0.023,measured,Kothari,Unconfined,15.6,81,2000-01-15,2022-11-15
MH5b4771f357,20.3,78.85,Chandrapur,Warora,0.023,district_modal,Madheri,-,12.12,43,2000-01-15,2012-01-15
MH925d85954b,20.3067,78.8514,Chandrapur,Warora,0.023,district_modal,Madheri,Unconfined,40.0,40,2011-08-15,2023-05-15
MH4ef327c9d4,20.1833,79.3333,Chandrapur,Bhadravati,0.023,measured,Mahurli,Unconfined,8.45,82,2000-01-15,2023-05-15
MH58851e3aca,20.165,79.1481,Chandrapur,Bhadravati,0.023,measured,Mangli,Unconfined,12.0,81,2000-01-15,2023-05-15
MH632a1ae518,20.4667,79.8333,Chandrapur,Brahmapuri,0.023,measured,Mendki,Unconfined,15.3,84,2000-01-15,2023-05-15
MHb29ec9ace5,20.6458,79.65,Chandrapur,Nagbhir,0.023,measured,Mohadi Mokasa,Unconfined,12.0,83,2000-01-15,2023-05-15
MH5d80200c72,19.995,79.2278,Chandrapur,Chandrapur,0.023,district_modal,Morwa (P1),Semi-confined,65.5,48,2001-01-15,2023-05-15
MH5b61c9b612,20.0667,79.6833,Chandrapur,Mul,0.023,measured,Mul,Unconfined,13.3,84,2000-01-15,2023-05-15
MH2b46ad87d1,20.5833,79.6667,Chandrapur,Nagbhir,0.023,measured,Nagbhir,Unconfined,10.62,82,2000-01-15,2022-11-15
MHdc502ab549,20.58,79.67,Chandrapur,Nagbhir,0.023,district_modal,Nagbhir,Unconfined,40.0,40,2011-08-15,2023-05-15
MH3f96efb701,20.05,79.5167,Chandrapur,Chandrapur,0.023,measured,Nandegur,Unconfined,11.3,83,2000-01-15,2023-05-15
MHe0f9f1365d,20.1897,79.0367,Chandrapur,Bhadravati,0.023,district_modal,Nandori (Bk),Semi-confined,43.0,54,2001-01-15,2022-11-15
MHb3c0f72353,20.2083,79.925,Chandrapur,Sindewahi,0.023,district_modal,Niphandra,Unconfined,7.9,79,2000-01-15,2023-05-15
MHff7bf59a56,20.1917,79.6917,Chandrapur,Mul,0.023,measured,Rajoli Tukkum,Unconfined,12.1,85,2000-01-15,2023-05-15
MH29f3b29969,20.4083,79.2,Chandrapur,Warora,0.023,district_modal,Ralegaon,-,12.52,51,2000-01-15,2018-01-15
MHc85699c748,20.4083,79.0,Chandrapur,Warora,0.02,measured,Rampur,Unconfined,15.0,79,2000-01-15,2023-05-15
MHc2dbb644d6,19.9986,79.8892,Chandrapur,Sindewahi,0.023,district_modal,Sakhri,Unconfined,8.43,40,2009-01-15,2023-05-15
MHf2cbb1917e,20.3083,79.0833,Chandrapur,Warora,0.02,measured,Salori,Unconfined,8.7,85,2000-01-15,2023-05-15
MH688e19e846,20.1,79.75,Chandrapur,Mul,0.023,district_modal,Saoli,Unconfined,30.0,60,2000-08-15,2022-11-15
MHaf6966f601,20.0833,79.7833,Chandrapur,Mul,0.023,measured,Sawali,Unconfined,12.08,84,2000-01-15,2023-05-15
MH7df282236e,20.4083,79.6583,Chandrapur,Nagbhir,0.023,district_modal,Sawargaon,Unconfined,13.24,72,2000-01-15,2023-05-15
MH70347c76f9,20.6458,79.5333,Chandrapur,Chimur,0.023,measured,Shankarpur,Unconfined,12.0,84,2000-01-15,2023-05-15
MH6e5f14ff1d,20.2936,79.1803,Chandrapur,Bhadravati,0.02,measured,Shergaon Khurd,Unconfined,10.4,84,2000-01-15,2023-05-15
MH4c0d70cc31,20.2833,79.65,Chandrapur,Sindewahi,0.023,district_modal,Sindewahi,-,11.13,69,2000-01-15,2019-01-15
MHf55b882975,19.6667,79.3333,Chandrapur,Rajura,0.023,measured,Sondo,Unconfined,8.37,84,2000-01-15,2023-05-15
MHb1bc7d1328,20.0333,79.2,Chandrapur,Chandrapur,0.023,district_modal,Tadali,Unconfined,10.0,73,2000-01-15,2023-05-15
MH2325e9a764,20.1167,79.8833,Chandrapur,Mul,0.023,measured,Wihar Khurd,Unconfined,10.56,83,2000-01-15,2023-05-15
MH17e23408a5,20.4836,79.2336,Chandrapur,Warora,0.023,measured,Wahangaon,Unconfined,9.5,81,2000-01-15,2023-05-15
MHb9e76b8b2f,20.2972,78.8917,Chandrapur,Warora,0.023,district_modal,Wandli,-,8.21,41,2000-01-15,2014-01-15
MH4873742751,19.6,79.65,Chandrapur,Gondpipri,0.023,district_modal,Watarna,Unconfined,30.0,66,2000-05-15,2022-11-15
MH2bc9810d58,19.65,79.4333,Chandrapur,Rajura,0.023,measured,Wirur,Unconfined,11.6,85,2000-01-15,2023-05-15
MH25a07ccb4a,20.825,74.6,Dhule,Dhule,0.02,nearest_well,Ajnale,Unconfined,9.25,81,2000-01-15,2023-05-15
